   lat,    lon,    alt,    v_n,    v_e,    v_d,  gyrox,  gyroy,  gyroz,   accx,   accy,   accz,   magx,   magy,   magz
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00359393, -0.00549968, 0.00029487, 0.85892175,  -0.14030429, -9.59684367, 47.47009187, 0.09798739, 2.68382043
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02252749, 0.00335222, -0.02958032, 0.64574779,  0.02634077, -9.95823182, 47.24137359, -3.72159960, 3.87613640
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00830728, 0.02767457, -0.00677369, 0.74562757,  -0.06718387, -10.29946042, 47.39700581, -2.48466304, 2.82354490
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.03606367, 0.00408196, -0.00261949, 0.54445698,  -0.01836873, -9.78294345, 47.49155073, -2.18518284, 0.63221927
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02013533, -0.02094866, 0.00486881, 1.10127880,  -0.15794858, -9.54725339, 47.38877004, -2.91613299, 2.53431625
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01013446, 0.01542856, 0.00320854, 0.89324796,  -0.17896219, -9.95117379, 47.47596445, -2.45718846, 0.78558289
45.42485146, 11.87338667, 272.91078711, 16.08600320, 9.03379369, 1.22218050, 0.01788702, 0.01152513, 0.00130930, 1.04871123,  -0.16624158, -10.09126645, 47.40965188, -2.15583627, 2.88086690
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00254664, 0.01279503, 0.01413070, 1.35000802,  -0.01944867, -10.25341547, 47.32136054, -3.99621757, 2.31110309
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00058969, 0.00045489, -0.01476145, 1.18335424,  -0.00527371, -10.10235284, 47.37200257, -2.59080359, 3.13101020
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00439769, 0.00396383, -0.02245819, 0.72904429,  -0.05837011, -9.83227314, 47.50273593, -1.48334581, 1.38270767
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00243075, 0.00686195, -0.02111569, 0.53321985,  0.02278377, -9.32063768, 47.24757331, -4.07523443, 3.41780582
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00440757, 0.01111704, 0.00615903, 0.03196644,  0.21801698, -9.07520053, 47.39842563, -2.38400551, 2.88580687
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01544401, 0.01267219, -0.02913482, 0.15004410,  0.09237661, -9.34657141, 47.47919615, -1.50477531, 2.02081683
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03346181, 0.01994174, -0.04113767, 0.37017250,  0.20491790, -10.02698945, 47.40293584, -2.26928145, 2.90416106
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00446290, 0.01047694, -0.07313624, 0.41018164,  0.01351926, -10.01861162, 47.30639896, -3.24828942, 3.48931935
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00400370, -0.00237261, -0.03210935, 0.52703271,  -0.19790285, -10.30843034, 47.39639418, -2.22844427, 3.03940306
45.42498689, 11.87346646, 272.83213955, 13.43726914, 8.19876030, -0.25894854, 0.00602618, 0.02276591, -0.00257641, 0.59182291,  -0.23857207, -10.18821453, 47.41761549, -2.90119349, 1.94291873
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01568495, 0.00288206, 0.01253237, 0.32528341,  -0.32519140, -10.00912325, 47.45239520, -1.17389372, 2.74121864
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00455345, 0.00257450, 0.03441977, 0.64276278,  0.12685830, -9.49613881, 47.40387403, -2.09122701, 3.02020077
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00316039, -0.00694323, 0.01862188, 1.17860786,  0.21197168, -9.56758052, 47.36321091, -3.60110192, 2.09294840
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01282759, -0.00089180, -0.03030336, 1.55609817,  0.15795238, -9.36347232, 47.47159397, -1.82882054, 1.93010295
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02181702, 0.00067632, -0.03734078, 1.56787124,  0.09363598, -9.66621010, 47.48515123, -1.64672804, 1.75237427
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01147058, 0.01112153, -0.03152625, 1.57482022,  -0.03662711, -10.01659547, 47.28195093, -2.20212316, 4.49331572
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00270104, -0.00439245, -0.03678415, 1.60041809,  0.00895042, -9.97437573, 47.42411844, -2.14195574, 2.64331838
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00124773, -0.00168426, -0.00590923, 1.48657105,  0.24394360, -10.17621104, 47.47746083, -2.14283192, 1.38603782
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01651362, -0.01713118, -0.04742818, 1.40275133,  0.09685756, -9.90542738, 47.27152586, -3.03582151, 4.09984720
45.42511439, 11.87359855, 268.60888273, 14.80560358, 7.56572170, -0.88907879, 0.01861576, -0.01203668, -0.03046842, 1.19658924,  -0.15368419, -9.76388508, 47.46981805, -2.06457470, 1.72511491
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01529742, -0.00218116, -0.01705745, 1.09897289,  -0.04348855, -10.01763333, 47.48030742, -2.05752437, 1.41743308
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02961242, 0.00429256, 0.00088201, 0.93704069,  0.11543622, -9.85431414, 47.25919910, -2.44542894, 4.60544176
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00930750, 0.00800200, -0.02075827, 1.11482771,  0.00297436, -9.38436709, 47.48057759, -0.73474276, 2.38265003
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.04065318, 0.01708299, -0.02971828, 1.04066440,  0.07708419, -9.33761876, 47.42559725, -2.74120089, 1.98006539
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01270768, -0.00111062, -0.02214794, 0.99730240,  0.12406742, -9.73871221, 47.26565568, -2.11523886, 4.70166710
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01778262, -0.02014219, -0.04300782, 0.93390103,  0.18540491, -10.14339710, 47.50501232, -1.54113491, 1.23321681
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00331235, 0.01497854, -0.01991516, 0.68448945,  0.07664955, -9.92537760, 47.40748325, 0.18552891, 3.62190934
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00465298, 0.00924836, -0.02820521, 0.84265870,  -0.09626003, -10.08053014, 47.42887630, -0.18700752, 3.32999061
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00751225, 0.00742406, -0.01619666, 0.67334105,  0.05733359, -9.74746328, 47.36379183, -3.63074050, 2.02757569
45.42525287, 11.87369454, 271.82592245, 14.80127089, 10.28013487, -0.12312537, 0.01514873, 0.00586058, -0.02472040, 0.77598495,  0.10950007, -9.61462629, 47.49060808, -0.55024438, 2.22744042
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00379664, 0.00795527, -0.01799504, 0.71579006,  0.13208991, -9.35047566, 47.43674444, -2.64211790, 1.84298837
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00308137, -0.00248522, -0.03498501, 0.62234377,  0.12221319, -9.36037105, 47.39325781, -1.14970725, 3.63034481
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00039350, 0.00099967, -0.04884077, 0.61736336,  0.10578369, -9.38681254, 47.33496847, -1.11098981, 4.33457928
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00941576, 0.00230765, -0.01043205, 0.44746117,  0.09029087, -9.45147986, 47.47762702, -0.39099578, 2.51876373
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00095754, -0.00840062, -0.04004430, 0.51044470,  -0.04710517, -9.34711810, 47.30238178, -3.32242168, 3.47394709
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00165246, 0.00509105, -0.01673354, 0.45047020,  0.09715965, -9.69359128, 47.36868310, -2.50845422, 3.24617228
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01931003, 0.01597253, -0.03259691, 0.62238332,  -0.02173311, -9.86977573, 47.33609162, -2.40845068, 3.75711475
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00475548, 0.00681657, -0.03199526, 0.91306623,  0.13380221, -10.06986045, 47.41015907, -1.36861915, 3.32051426
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02003966, 0.00296419, -0.05847550, 1.35906334,  0.28141269, -9.86611944, 47.39649497, -1.77519226, 3.32311197
45.42535669, 11.87380514, 271.53069036, 16.23376073, 10.32226461, -0.27926926, 0.00300375, -0.00213743, -0.05094156, 1.80596032,  -0.02120558, -9.76268699, 47.51399127, -0.46961729, 1.67994321
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.08352244, 0.04568537, 0.00378098, 3.26117436,  -0.00427163, -9.80237372, 47.33230838, -2.22469672, 3.91477000
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.43461253, 0.23010592, 0.15562277, 4.47187343,  0.31924225, -11.21025058, 47.43896797, -0.54048157, 3.14234200
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.60654233, 0.22372154, 0.18681390, 4.49310353,  0.73659200, -12.48956531, 47.12905086, -3.00037768, 5.52018251
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.65997556, 0.18337989, 0.09537816, 4.48226523,  0.51793462, -13.39910435, 46.92526157, -3.07227903, 7.01448818
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.60214708, 0.15892793, 0.06725186, 4.45369730,  0.31182198, -13.08091775, 46.52252276, -3.47363366, 9.17664762
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.55989903, 0.15210767, 0.10659370, 4.32593097,  -0.47407868, -12.49014085, 46.70446723, -2.28549083, 8.60763549
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.44344809, 0.14431101, 0.17102668, 4.16249653,  -0.27770195, -12.34476816, 46.39495698, -2.16589292, 10.17049607
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.41827497, 0.18871468, 0.18541410, 4.05602799,  -0.25685142, -12.15827609, 46.61371519, -2.74670061, 8.95763965
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.36037209, 0.19240461, 0.18882146, 4.16684948,  -0.57343700, -11.86713871, 46.06064330, -3.42587582, 11.28284672
45.42554376, 11.87395620, 274.32267447, 15.57817374, 13.79577226, -2.68692135, 0.27797916, 0.18989649, 0.20716852, 4.07026187,  -0.72702939, -11.49138713, 45.81941765, -3.79061262, 12.11752194
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.26427157, 0.19080257, 0.23395531, 4.19504851,  -0.79891146, -11.94892537, 44.95329971, -3.10990904, 15.17074248
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.23312429, 0.19857199, 0.22020619, 4.03769251,  -0.76093677, -11.79050390, 45.09144954, -4.31323461, 14.44919728
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.11424373, 0.18680695, 0.25636823, 4.00997206,  -0.47400971, -11.09137453, 44.05288359, -5.24543148, 17.10119913
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.08222859, 0.19460154, 0.20889803, 4.03133480,  -0.69328509, -11.41039152, 43.67376912, -6.56695683, 17.60963047
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.03537702, 0.21933819, 0.21335947, 3.51728660,  -0.68688690, -11.53113524, 43.42998214, -5.55441450, 18.53664605
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.04783114, 0.19052402, 0.21509398, 3.23044886,  -0.99994784, -11.82142053, 43.10215816, -7.20222724, 18.73376633
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01840120, 0.19088958, 0.26600233, 2.71422140,  -0.98786411, -11.16271087, 41.21628960, -10.45750602, 21.27158093
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.07240502, 0.18028494, 0.24800440, 2.54638192,  -0.72435506, -10.93126208, 41.63682446, -9.63614648, 20.83606598
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.09856828, 0.16421527, 0.18887237, 2.17504282,  -0.62645014, -11.19561590, 40.68800988, -10.81366727, 22.09462758
45.42564770, 11.87410353, 274.16030882, 12.50422536, 17.30021511, -1.66251179, -0.11400603, 0.16960279, 0.19186782, 1.73839289,  -0.92973171, -11.12277216, 39.88576422, -13.05195974, 22.34713126
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.12554047, 0.15908601, 0.21747340, 1.50704309,  -0.97603127, -11.27315875, 40.34914868, -14.58943213, 20.48699068
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.13700680, 0.14942455, 0.23212033, 1.03392497,  -0.79280713, -10.56040802, 39.15833477, -14.68853740, 22.61622875
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.11468843, 0.09409503, 0.20505410, 0.66671687,  -0.91615615, -9.99295982, 38.00170699, -17.20820260, 22.81162303
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.13479699, 0.09438323, 0.21359067, -0.04212069,  -0.71208539, -10.08152700, 38.33647866, -14.85036755, 23.88311335
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.12282854, 0.05506633, 0.18541459, -0.34304162,  -0.75919191, -9.09590768, 36.94578280, -18.84908921, 23.24528092
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.11105419, 0.05418178, 0.21366493, -0.71435421,  -0.89811255, -8.52180769, 35.72322198, -19.78933279, 24.34863108
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.09704506, 0.04270156, 0.24528999, -1.04301106,  -0.76803446, -8.80026827, 35.40002642, -21.02147611, 23.78145889
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.10003211, 0.00096153, 0.22396925, -0.97712260,  -0.58677119, -8.55883797, 35.81668095, -21.20529752, 22.98092337
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.06384724, -0.03195666, 0.18429818, -1.11461147,  -0.61681808, -8.04625062, 33.82037261, -24.79990422, 22.40020677
45.42575981, 11.87433639, 277.65157767, 9.16329353, 18.44019856, -1.48161445, -0.08977608, -0.04005136, 0.23766826, -1.14131319,  -0.65151006, -7.70346077, 34.07924296, -24.00920965, 22.86449579
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.05118333, -0.06967034, 0.21853737, -1.26387372,  -0.62875946, -7.79551219, 32.74171054, -25.46075328, 23.24548450
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02180191, -0.07321931, 0.23211580, -1.02323587,  -1.11891636, -7.08361434, 32.65245969, -26.09008343, 22.66597756
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00699991, -0.07857760, 0.27289441, -1.09608793,  -0.77848422, -6.71323441, 33.58765731, -25.75289049, 21.66287201
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02609359, -0.06238554, 0.29138819, -1.02161740,  -0.67271130, -6.93069890, 32.75666131, -27.86087523, 20.28287177
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01100295, -0.09673997, 0.28874427, -1.03586274,  -0.64708581, -7.21985873, 29.89983081, -31.10124663, 19.98336037
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00079424, -0.09451231, 0.30409795, -1.22952029,  -0.42872564, -6.94383149, 28.08811921, -31.36144296, 22.09388084
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02787950, -0.09631249, 0.27190062, -0.89031151,  -0.71084420, -6.78966608, 29.04908490, -31.20534346, 21.04754907
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01066678, -0.11154705, 0.23731318, -1.06539923,  -0.63039173, -6.95984196, 29.61114260, -31.57444380, 19.66867684
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01865371, -0.10361357, 0.24915535, -0.74608659,  -0.81328079, -7.14917261, 28.07294574, -32.27462661, 20.75765668
45.42580336, 11.87456377, 278.07583450, 5.36220993, 17.00071646, 2.24824808, 0.00746775, -0.09841992, 0.30145690, -0.83945136,  -0.83821778, -7.68306439, 26.20671370, -34.87470802, 18.90991839
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02421174, -0.12149560, 0.29117503, -1.02406189,  -0.94255244, -7.70106791, 28.03611890, -33.77793826, 18.26606252
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.04485486, -0.10626858, 0.32385136, -0.98336356,  -0.80006198, -7.36473272, 24.50472886, -36.49372859, 18.12037949
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02729856, -0.08238530, 0.29744389, -0.81414273,  -0.66394025, -7.37096351, 24.50814591, -35.68310712, 19.66440354
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01866758, -0.06356980, 0.28474170, -1.02478259,  -0.57919938, -7.55939899, 22.51930985, -37.66294870, 18.30314441
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01421547, -0.03696772, 0.25807063, -0.98447898,  -0.57930489, -8.03260644, 22.52417077, -36.67719470, 20.20067415
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.03940208, -0.03824335, 0.26398415, -0.77523752,  -0.92541460, -7.91929249, 20.05984826, -38.26282052, 19.85399631
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.03641398, -0.02838089, 0.28092633, -0.96542483,  -0.93738556, -7.75159496, 21.61709026, -37.65249313, 19.38074522
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01135906, 0.02702303, 0.32042521, -0.98567230,  -0.85879407, -7.88331660, 18.50724803, -39.33980243, 19.24795654
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02866299, 0.02149621, 0.30675659, -1.02107347,  -0.63886236, -8.23552800, 15.65462862, -39.54036062, 21.26298664
45.42586054, 11.87478639, 276.49224140, 2.91712747, 19.16676155, 4.88099383, 0.00552847, 0.04775874, 0.26629329, -1.04916310,  -0.35643634, -8.57303812, 16.92610563, -40.24694178, 18.82319691
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00090439, 0.04185888, 0.24523277, -0.89116296,  -0.71789359, -8.82631954, 16.28942378, -40.04341399, 19.79398355
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02256447, 0.02143791, 0.22905057, -0.93003344,  -0.69529424, -9.48408896, 13.36161777, -40.82577650, 20.38002109
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.03199765, 0.01623327, 0.21646525, -0.88569699,  -0.75353744, -9.62138934, 11.26725887, -40.85504876, 21.55309687
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00232597, 0.06636271, 0.27208345, -0.86133596,  -0.59125313, -9.21465432, 10.78169656, -42.58037625, 18.20133769
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00374318, 0.08503852, 0.26344667, -1.05126637,  -0.69820103, -8.96278616, 7.61987475, -43.44733343, 17.74510756
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00929715, 0.09356110, 0.23982403, -1.10151706,  -0.88632130, -9.10843673, 8.99921279, -42.09076328, 20.19910719
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00024817, 0.09337085, 0.29678391, -1.13366972,  -0.73790357, -9.63690999, 4.47942309, -42.90459765, 19.99380866
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.02768860, 0.07755294, 0.23804860, -0.94282420,  -0.53275566, -9.66058226, 4.80622436, -42.36587683, 21.03936320
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01250728, 0.08194867, 0.20908649, -1.05176804,  -0.45121941, -9.97438073, 2.96236640, -43.14481948, 19.75780994
45.42585764, 11.87499129, 269.49272311, -1.04870888, 19.23743948, 5.88059589, 0.01228776, 0.08495942, 0.17633688, -1.12122425,  -0.15093566, -10.00881765, 1.04873497, -42.59374716, 21.10201350
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00892501, 0.07599782, 0.17763973, -1.10261299,  -0.44150712, -10.11839504, -0.77036428, -42.87865662, 20.52923432
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01984866, 0.08885119, 0.16642930, -1.05188985,  -0.49819247, -10.23096021, -0.62044560, -42.95482653, 20.37449487
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02879619, 0.10919119, 0.19398013, -1.32719575,  -0.52162768, -10.50208809, 1.07164541, -43.17265520, 19.88958358
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01525148, 0.07995033, 0.14970556, -1.32104223,  -0.37163659, -10.46420485, -0.46077882, -43.09426440, 20.08218551
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02699333, 0.09928627, 0.10746171, -1.03563110,  -0.48597935, -10.43588795, -5.83996313, -42.97122974, 19.49334146
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01002160, 0.09201658, 0.16943065, -1.36612436,  -0.67247521, -10.56861313, -3.24776128, -43.30970099, 19.34797052
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01193664, 0.10918464, 0.18220837, -1.28484536,  -0.48201771, -10.37125761, -4.22008935, -43.17843239, 19.45342999
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03037399, 0.10067306, 0.20897698, -1.15820296,  -0.38781501, -10.71210572, -6.84777081, -42.61119253, 19.95034893
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.00904322, 0.10140845, 0.19174011, -1.31173808,  -0.51405351, -10.66871938, -8.45650148, -41.98165426, 20.65551752
45.42582097, 11.87523693, 262.89656309, -4.52616839, 19.99479732, 5.92028930, 0.00042351, 0.14176906, 0.20003053, -1.47551056,  -0.39182097, -10.44098221, -8.76665210, -42.71207428, 18.95907798
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00126708, 0.12256321, 0.18086327, -1.52553824,  -0.50205350, -11.08216859, -10.00016003, -42.28264176, 19.30795487
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, 0.01868487, 0.11746664, 0.14548970, -1.55891941,  -0.53893058, -10.83755968, -10.29701412, -41.94134686, 19.88761022
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01040203, 0.11695486, 0.14822402, -1.57060239,  -0.47492832, -10.69125343, -10.88586655, -42.00143311, 19.44221289
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03648482, 0.09954519, 0.23624347, -1.45865073,  -0.65931068, -10.69299715, -12.86498492, -41.35718555, 19.61370649
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.04255986, 0.09731522, 0.14890856, -1.53863418,  -0.41628321, -10.54893582, -14.09742659, -40.84656817, 19.83538627
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02610042, 0.08455978, 0.14794293, -1.49502730,  -0.27795599, -10.19518176, -14.64818961, -41.48923725, 18.01931878
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.04997282, 0.06022056, 0.14456463, -1.62036806,  -0.36795636, -9.90685900, -15.32104293, -40.82214265, 18.95891422
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.04276797, 0.08059495, 0.12416141, -1.49985912,  -0.44605019, -9.82850557, -15.90954902, -41.71275410, 16.35709360
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.05378250, 0.08256640, 0.18693263, -1.68469286,  -0.47347724, -9.78589300, -18.37476165, -39.87465754, 18.24834064
45.42576074, 11.87553136, 256.07103725, -8.37741211, 18.95527410, 5.40082494, -0.01890580, 0.05497392, 0.16648605, -1.53203716,  -0.30208150, -9.61497306, -19.64148127, -40.04698584, 16.46430245
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01090634, 0.06009049, 0.07508042, -1.52616724,  -0.43302165, -9.85143658, -17.42089432, -39.69877288, 19.52285811
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.04107013, 0.05328640, 0.09797278, -1.68738726,  -0.13780720, -9.79376126, -20.14240146, -39.43111048, 17.32320137
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02932286, 0.02971272, 0.06028593, -1.61762880,  -0.24369039, -9.59082038, -20.02439394, -40.33703093, 15.25023602
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03825184, 0.02941530, 0.10443150, -1.62566400,  -0.04225962, -9.53290879, -20.96325810, -38.74388698, 17.89064413
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03843404, 0.03012331, 0.08450577, -1.55044457,  -0.49098750, -9.68507778, -21.32573330, -39.61917356, 15.36737786
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02919388, 0.01710218, 0.16783302, -1.55530882,  -0.57967071, -9.88598158, -21.19142687, -38.76393626, 17.57563053
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00183869, 0.00046748, 0.12324747, -1.55153567,  -0.40320546, -9.67550150, -21.51754134, -39.35116993, 15.78299578
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.01284155, 0.03764633, 0.16117109, -1.61956045,  -0.23454999, -9.21167609, -25.11944446, -37.92164566, 13.84140225
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02851134, 0.06201341, 0.06665614, -1.75491435,  -0.21848295, -9.47302064, -24.06136682, -37.64896703, 16.25509226
45.42569348, 11.87573338, 251.86392638, -11.20902177, 19.96271782, 5.37783161, -0.03737427, 0.05323877, 0.04801690, -1.72337237,  -0.18063308, -9.85530843, -25.20124365, -37.82677803, 13.95185645
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03313980, 0.01939031, 0.05494663, -1.74737908,  -0.33835144, -10.11466986, -24.55776083, -37.93054927, 14.79229296
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.02323668, -0.00037369, 0.11754986, -1.77740465,  -0.55761273, -9.93468672, -24.90242169, -37.82978761, 14.47061435
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03530827, 0.02703335, 0.12132152, -1.64174185,  -0.58057023, -9.91624344, -27.06736375, -36.03270305, 15.15335758
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00259181, -0.01218186, 0.06584282, -1.70703498,  -0.03722313, -10.24982594, -26.22522557, -36.82148899, 14.73219632
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00580750, 0.01711327, 0.00526562, -1.70433397,  -0.08674088, -10.28595926, -26.27472535, -37.30634617, 13.36029412
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.03733972, 0.04073749, 0.10188291, -1.83942004,  -0.47315489, -9.89563173, -26.44302457, -36.46934846, 15.21102201
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.04157515, 0.05521542, 0.08415237, -1.88765794,  -0.26538920, -9.50060975, -26.56283006, -36.74318280, 14.31700713
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.05014028, 0.08439166, 0.13308924, -1.74642665,  -0.36822247, -10.09848828, -27.48896456, -36.60551698, 12.84581917
     NaN,      NaN,      NaN,      NaN,      NaN,      NaN, -0.00237179, 0.00774183, 0.11869807, -1.94183268,  -0.16660718, -10.21739811, -27.92549133, -36.01036788, 13.56622478
