lat, lon, h, v_n, v_e, v_d, q0, q1, q2, q3, xg_1, xg_2, xg_3
45.423534, 11.880035, 221.284531, -11.417754, 19.898672, -0.203484, 0.383287, 0.015561, -0.023101, -0.923209, 0.006989, 0.007634, -0.020956
45.423523, 11.880060, 221.304880, -11.454163, 19.890437, -0.237056, 0.385188, 0.014310, -0.023775, -0.922421, 0.006989, 0.007633, -0.020945
45.423513, 11.880085, 221.328585, -11.461428, 19.837489, -0.279428, 0.385814, 0.013911, -0.024541, -0.922145, 0.006988, 0.007633, -0.020925
45.423520, 11.880025, 224.542107, -11.128811, 18.958590, -1.753582, 0.390733, 0.009582, -0.019414, -0.920249, 0.007092, 0.007759, -0.020871
45.423510, 11.880049, 224.717465, -11.122486, 18.924682, -1.833151, 0.392413, 0.008381, -0.019622, -0.919541, 0.007092, 0.007758, -0.020857
45.423500, 11.880074, 224.900780, -11.108627, 18.896048, -1.867909, 0.393832, 0.006931, -0.020046, -0.918938, 0.007092, 0.007758, -0.020842
45.423490, 11.880098, 225.087571, -11.117262, 18.854121, -1.871023, 0.390848, 0.007777, -0.019162, -0.920223, 0.007092, 0.007758, -0.020831
45.423480, 11.880122, 225.274673, -11.109248, 18.802893, -1.858993, 0.390923, 0.008177, -0.020032, -0.920169, 0.007092, 0.007757, -0.020818
45.423470, 11.880146, 225.460572, -11.105213, 18.778397, -1.900025, 0.387565, 0.007969, -0.019574, -0.921600, 0.007092, 0.007757, -0.020810
45.423460, 11.880170, 225.650575, -11.141140, 18.749310, -1.944141, 0.384337, 0.004527, -0.018198, -0.923002, 0.007093, 0.007756, -0.020798
45.423450, 11.880194, 225.844989, -11.234826, 18.751518, -1.922282, 0.384252, 0.004410, -0.017941, -0.923043, 0.007093, 0.007756, -0.020790
45.423440, 11.880218, 226.037217, -11.345239, 18.775630, -1.899418, 0.384228, 0.003571, -0.017302, -0.923069, 0.007093, 0.007755, -0.020783
45.423429, 11.880242, 226.227159, -11.444477, 18.815535, -1.907104, 0.387283, 0.004055, -0.016748, -0.921800, 0.007093, 0.007755, -0.020775
45.423436, 11.880272, 223.321142, -11.564120, 18.364424, -0.412330, 0.384532, 0.003687, -0.013843, -0.923001, 0.007093, 0.007755, -0.020769
45.423425, 11.880295, 223.362375, -11.655189, 18.409713, -0.414794, 0.383005, 0.001324, -0.013774, -0.923643, 0.007093, 0.007755, -0.020759
45.423415, 11.880319, 223.403854, -11.712872, 18.469452, -0.418606, 0.382613, 0.000759, -0.013940, -0.923803, 0.007093, 0.007754, -0.020744
45.423404, 11.880343, 223.445715, -11.750965, 18.507988, -0.412314, 0.381788, 0.000720, -0.013584, -0.924150, 0.007093, 0.007754, -0.020728
45.423394, 11.880366, 223.486946, -11.771475, 18.492153, -0.439314, 0.381499, -0.000100, -0.014482, -0.924256, 0.007094, 0.007752, -0.020717
45.423383, 11.880390, 223.530878, -11.773811, 18.491948, -0.452840, 0.379811, -0.001504, -0.014187, -0.924954, 0.007094, 0.007753, -0.020706
45.423373, 11.880414, 223.576162, -11.797347, 18.487949, -0.449875, 0.375750, -0.002670, -0.013486, -0.926619, 0.007094, 0.007752, -0.020698
45.423362, 11.880437, 223.621149, -11.857541, 18.495313, -0.404844, 0.374384, -0.003518, -0.012592, -0.927182, 0.007095, 0.007751, -0.020684
45.423351, 11.880461, 223.661633, -11.932355, 18.502351, -0.381940, 0.374504, -0.004016, -0.012728, -0.927129, 0.007096, 0.007750, -0.020667
45.423339, 11.880485, 223.699827, -12.003158, 18.510010, -0.375761, 0.372616, 0.001357, -0.013017, -0.927894, 0.007159, 0.007608, -0.020706
45.423336, 11.880560, 222.025769, -10.167519, 19.627051, -0.461534, 0.371012, 0.001345, -0.012437, -0.928544, 0.007159, 0.007607, -0.020698
45.423327, 11.880585, 222.071922, -10.214451, 19.640305, -0.439498, 0.368481, 0.002357, -0.011672, -0.929559, 0.007159, 0.007607, -0.020688
45.423318, 11.880610, 222.115872, -10.260096, 19.670706, -0.451745, 0.369546, 0.000622, -0.012095, -0.929133, 0.007159, 0.007607, -0.020676
45.423309, 11.880636, 222.161046, -10.300757, 19.691854, -0.472889, 0.367679, -0.001116, -0.011278, -0.929884, 0.007159, 0.007606, -0.020662
45.423300, 11.880661, 222.208335, -10.328228, 19.686514, -0.488122, 0.366233, -0.001937, -0.010947, -0.930457, 0.007159, 0.007606, -0.020652
45.423290, 11.880686, 222.257148, -10.356090, 19.680443, -0.510655, 0.366288, -0.003607, -0.011043, -0.930429, 0.007159, 0.007605, -0.020641
45.423281, 11.880711, 222.308213, -10.352652, 19.650855, -0.538239, 0.365583, -0.004774, -0.011558, -0.930695, 0.007159, 0.007604, -0.020622
45.423271, 11.880736, 222.362037, -10.373356, 19.627237, -0.517814, 0.365799, -0.006436, -0.011564, -0.930600, 0.007160, 0.007602, -0.020615
45.423262, 11.880762, 222.413818, -10.409031, 19.655962, -0.490784, 0.361835, -0.004668, -0.009132, -0.932186, 0.007160, 0.007602, -0.020602
45.423253, 11.880787, 222.462897, -10.440096, 19.677283, -0.504226, 0.361128, -0.006852, -0.009434, -0.932443, 0.007160, 0.007601, -0.020593
45.423228, 11.880794, 223.108612, -9.720268, 20.977058, -1.406212, 0.360047, -0.008061, -0.008901, -0.932857, 0.007160, 0.007601, -0.020582
45.423219, 11.880821, 223.249233, -9.749667, 20.963850, -1.372877, 0.361581, -0.009250, -0.008623, -0.932255, 0.007160, 0.007600, -0.020571
45.423210, 11.880848, 223.386520, -9.752831, 20.949576, -1.360496, 0.360849, -0.007900, -0.007265, -0.932563, 0.007160, 0.007599, -0.020563
45.423201, 11.880875, 223.522570, -9.747923, 20.945265, -1.379479, 0.361944, -0.009177, -0.006612, -0.932131, 0.007161, 0.007598, -0.020554
45.423193, 11.880902, 223.660518, -9.767583, 20.942201, -1.372337, 0.358542, -0.009204, -0.003997, -0.933460, 0.007161, 0.007597, -0.020543
45.423184, 11.880929, 223.797752, -9.789741, 20.950440, -1.360268, 0.357074, -0.011177, -0.003349, -0.934003, 0.007161, 0.007597, -0.020534
45.423175, 11.880955, 223.933778, -9.812245, 20.958930, -1.320833, 0.357573, -0.011430, -0.003699, -0.933808, 0.007162, 0.007595, -0.020524
45.423166, 11.880982, 224.065862, -9.843056, 20.977041, -1.284628, 0.356606, -0.010151, -0.001739, -0.934198, 0.007163, 0.007594, -0.020511
45.423157, 11.881009, 224.194325, -9.880138, 20.985972, -1.282356, 0.356179, -0.011908, -0.001430, -0.934341, 0.007163, 0.007594, -0.020503
45.423148, 11.881036, 224.322560, -9.899777, 20.994632, -1.274105, 0.355939, -0.013217, -0.000866, -0.934415, 0.007163, 0.007593, -0.020493
45.423154, 11.881043, 222.516211, -11.106395, 19.589248, 0.752063, 0.351614, -0.007202, -0.004302, -0.936108, 0.007134, 0.007373, -0.020541
45.423144, 11.881068, 222.441005, -11.138680, 19.608349, 0.819002, 0.352461, -0.005555, -0.005275, -0.935795, 0.007134, 0.007372, -0.020527
45.423134, 11.881094, 222.359105, -11.188736, 19.637543, 0.821031, 0.350411, -0.003685, -0.004418, -0.936578, 0.007133, 0.007372, -0.020519
45.423124, 11.881119, 222.277002, -11.276625, 19.665563, 0.832665, 0.349558, -0.005595, -0.004116, -0.936889, 0.007134, 0.007370, -0.020508
45.423114, 11.881144, 222.193735, -11.343273, 19.680957, 0.880610, 0.353033, -0.004964, -0.003869, -0.935590, 0.007133, 0.007370, -0.020494
45.423104, 11.881169, 222.105674, -11.363758, 19.699275, 0.908218, 0.353522, -0.005175, -0.001473, -0.935411, 0.007132, 0.007369, -0.020482
45.423093, 11.881194, 222.014852, -11.388409, 19.729440, 0.936906, 0.352616, -0.005520, -0.000573, -0.935752, 0.007132, 0.007369, -0.020470
45.423083, 11.881220, 221.921162, -11.410364, 19.733061, 0.961619, 0.348911, -0.005992, 0.000831, -0.937136, 0.007132, 0.007368, -0.020460
45.423073, 11.881245, 221.825000, -11.431842, 19.749256, 1.010773, 0.347923, -0.006522, 0.000264, -0.937500, 0.007132, 0.007368, -0.020451
45.423062, 11.881270, 221.723923, -11.461424, 19.735971, 1.029774, 0.347640, -0.007179, -0.000019, -0.937601, 0.007131, 0.007367, -0.020440
45.423056, 11.881281, 223.110694, -10.676436, 17.600978, 0.083169, 0.346051, -0.003003, 0.001170, -0.938210, 0.007227, 0.007252, -0.020481
45.423047, 11.881303, 223.102377, -10.714295, 17.602291, 0.145247, 0.345363, -0.002653, 0.002882, -0.938461, 0.007228, 0.007250, -0.020469
45.423037, 11.881326, 223.087853, -10.790114, 17.660904, 0.147538, 0.345301, -0.001581, 0.003944, -0.938483, 0.007227, 0.007250, -0.020461
45.423027, 11.881348, 223.073099, -10.866766, 17.707851, 0.104244, 0.346623, -0.003586, 0.004068, -0.937989, 0.007227, 0.007248, -0.020446
45.423018, 11.881371, 223.062675, -10.959531, 17.777387, 0.071198, 0.344388, -0.004847, 0.004909, -0.938802, 0.007227, 0.007248, -0.020435
45.423008, 11.881394, 223.055555, -11.050180, 17.853775, 0.083803, 0.345849, -0.006817, 0.003631, -0.938258, 0.007227, 0.007247, -0.020421
45.422995, 11.881416, 223.047175, -11.181478, 17.937805, 0.066647, 0.348702, 0.009477, -0.004386, -0.937176, 0.007152, 0.006810, -0.020326
45.422982, 11.881439, 223.040510, -11.255853, 17.987449, -0.017585, 0.353088, 0.015628, -0.010178, -0.935404, 0.007080, 0.006577, -0.020218
45.422972, 11.881462, 223.042268, -11.301446, 18.031088, -0.099708, 0.353129, 0.014397, -0.010605, -0.935404, 0.007079, 0.006576, -0.020208
45.422962, 11.881485, 223.052239, -11.351869, 18.055457, -0.131282, 0.353362, 0.012631, -0.011322, -0.935333, 0.007078, 0.006576, -0.020199
45.422985, 11.881491, 222.669275, -10.534387, 18.697430, 0.010775, 0.352905, 0.015234, -0.011481, -0.935465, 0.007076, 0.006575, -0.020183
45.422975, 11.881515, 222.668197, -10.596661, 18.731115, -0.032019, 0.353254, 0.019088, -0.008960, -0.935290, 0.007148, 0.006476, -0.020110
45.422966, 11.881539, 222.671399, -10.646751, 18.733586, -0.096527, 0.354798, 0.018816, -0.009325, -0.934707, 0.007146, 0.006476, -0.020100
45.422956, 11.881563, 222.681052, -10.679707, 18.705371, -0.123409, 0.357119, 0.018163, -0.008139, -0.933847, 0.007146, 0.006475, -0.020089
45.422947, 11.881587, 222.693393, -10.682002, 18.690081, -0.112964, 0.361460, 0.019859, -0.007786, -0.932144, 0.007144, 0.006474, -0.020077
45.422937, 11.881611, 222.704689, -10.670792, 18.697259, -0.074176, 0.362660, 0.022063, -0.006374, -0.931638, 0.007143, 0.006473, -0.020062
45.422927, 11.881635, 222.712107, -10.629698, 18.665080, -0.047775, 0.361598, 0.023173, -0.004975, -0.932033, 0.007142, 0.006473, -0.020056
45.422918, 11.881659, 222.716884, -10.582302, 18.631570, -0.031960, 0.358731, 0.024505, -0.005281, -0.933104, 0.007141, 0.006472, -0.020047
45.422908, 11.881683, 222.720080, -10.544039, 18.618620, -0.030556, 0.355311, 0.023605, -0.004503, -0.934439, 0.007141, 0.006472, -0.020042
45.422899, 11.881707, 222.723136, -10.518641, 18.592355, -0.012050, 0.352570, 0.021271, -0.006306, -0.935522, 0.007139, 0.006471, -0.020030
45.422876, 11.881787, 222.475964, -11.557167, 17.893194, -0.453319, 0.349815, 0.016643, -0.003772, -0.936663, 0.007205, 0.006596, -0.020130
45.422865, 11.881810, 222.521296, -11.535310, 17.865937, -0.355951, 0.353437, 0.016060, -0.004095, -0.935312, 0.007205, 0.006595, -0.020119
45.422855, 11.881833, 222.556891, -11.498387, 17.847749, -0.307013, 0.352378, 0.018922, -0.002755, -0.935662, 0.007204, 0.006594, -0.020107
45.422845, 11.881856, 222.587592, -11.478898, 17.812882, -0.309486, 0.355253, 0.017392, -0.002503, -0.934605, 0.007203, 0.006594, -0.020093
45.422834, 11.881879, 222.618541, -11.469597, 17.776556, -0.273275, 0.359089, 0.016662, -0.001126, -0.933154, 0.007203, 0.006593, -0.020082
45.422824, 11.881901, 222.645868, -11.426709, 17.763868, -0.278397, 0.364044, 0.015874, -0.001251, -0.931246, 0.007202, 0.006592, -0.020067
45.422814, 11.881924, 222.673708, -11.344490, 17.732106, -0.277146, 0.364745, 0.015418, -0.000635, -0.930980, 0.007201, 0.006592, -0.020056
45.422803, 11.881947, 222.701423, -11.274654, 17.693061, -0.286485, 0.363714, 0.013671, -0.001454, -0.931409, 0.007201, 0.006591, -0.020044
45.422793, 11.881969, 222.730071, -11.226449, 17.675549, -0.266113, 0.362322, 0.013220, -0.001774, -0.931958, 0.007201, 0.006590, -0.020035
45.422783, 11.881992, 222.756682, -11.180531, 17.627513, -0.275299, 0.362523, 0.012457, -0.002855, -0.931887, 0.007200, 0.006589, -0.020018
45.422773, 11.882070, 222.428300, -10.538435, 19.955557, 0.439566, 0.362172, 0.011477, -0.003720, -0.932033, 0.007199, 0.006589, -0.020010
45.422764, 11.882095, 222.384343, -10.555067, 19.969226, 0.486950, 0.361567, 0.011839, -0.003562, -0.932264, 0.007199, 0.006588, -0.019998
45.422754, 11.882121, 222.335648, -10.612767, 19.998411, 0.491223, 0.362337, 0.012944, -0.003116, -0.931952, 0.007198, 0.006588, -0.019989
45.422745, 11.882146, 222.286526, -10.692270, 20.055254, 0.482334, 0.363778, 0.012159, -0.002107, -0.931404, 0.007198, 0.006587, -0.019980
45.422734, 11.882172, 222.238292, -10.790848, 20.119057, 0.499750, 0.366890, 0.022670, -0.011598, -0.929916, 0.007041, 0.006228, -0.020039
45.422723, 11.882198, 222.188317, -10.838395, 20.174144, 0.564154, 0.362962, 0.033265, -0.010696, -0.931148, 0.007107, 0.005995, -0.020091
45.422714, 11.882224, 222.131902, -10.916172, 20.197440, 0.618938, 0.362486, 0.035870, -0.009636, -0.931249, 0.007106, 0.005993, -0.020079
45.422704, 11.882250, 222.070008, -10.967692, 20.220510, 0.614522, 0.363236, 0.036219, -0.009474, -0.930945, 0.007103, 0.005992, -0.020058
45.422694, 11.882275, 222.008556, -10.990334, 20.254288, 0.594379, 0.365935, 0.034883, -0.009868, -0.929934, 0.007102, 0.005992, -0.020048
45.422684, 11.882301, 221.949118, -10.995520, 20.254974, 0.610276, 0.365834, 0.033999, -0.009805, -0.930007, 0.007100, 0.005991, -0.020035
45.422675, 11.882273, 222.722283, -11.107621, 18.649896, 0.260655, 0.368873, 0.035158, -0.011524, -0.928743, 0.007099, 0.005991, -0.020027
45.422665, 11.882297, 222.696218, -11.062083, 18.603153, 0.255894, 0.368689, 0.036268, -0.010784, -0.928782, 0.007098, 0.005990, -0.020020
45.422656, 11.882321, 222.670629, -11.019028, 18.561848, 0.253878, 0.370730, 0.035167, -0.011347, -0.928005, 0.007097, 0.005989, -0.020005
45.422646, 11.882345, 222.645241, -10.975749, 18.545606, 0.263521, 0.367351, 0.036686, -0.010505, -0.929299, 0.007096, 0.005987, -0.019992
45.422636, 11.882369, 222.618889, -10.934666, 18.525293, 0.247691, 0.366036, 0.034951, -0.012538, -0.929860, 0.007093, 0.005987, -0.019976
45.422626, 11.882392, 222.594120, -10.908297, 18.511127, 0.255488, 0.364435, 0.033625, -0.013638, -0.930522, 0.007092, 0.005986, -0.019960
45.422616, 11.882416, 222.568571, -10.890595, 18.475057, 0.224437, 0.366351, 0.033839, -0.016003, -0.929723, 0.007090, 0.005986, -0.019948
45.422606, 11.882440, 222.546127, -10.868304, 18.440223, 0.201136, 0.369504, 0.032678, -0.016710, -0.928504, 0.007088, 0.005985, -0.019929
45.422596, 11.882463, 222.526013, -10.868428, 18.428856, 0.198689, 0.367929, 0.033267, -0.015422, -0.929131, 0.007087, 0.005984, -0.019919
45.422586, 11.882487, 222.506145, -10.881776, 18.443463, 0.204616, 0.369976, 0.033272, -0.015899, -0.928309, 0.007085, 0.005984, -0.019904
45.422568, 11.882488, 221.369098, -11.743262, 18.958943, -0.362495, 0.368138, 0.035600, -0.014582, -0.928975, 0.007084, 0.005982, -0.019894
45.422557, 11.882513, 221.405348, -11.761383, 18.941248, -0.389156, 0.370797, 0.034794, -0.015613, -0.927931, 0.007083, 0.005982, -0.019880
45.422547, 11.882537, 221.444263, -11.753379, 18.944940, -0.427582, 0.370443, 0.034373, -0.014769, -0.928101, 0.007082, 0.005981, -0.019871
45.422536, 11.882561, 221.487021, -11.731501, 18.920256, -0.444609, 0.373851, 0.030121, -0.009024, -0.926956, 0.007201, 0.006188, -0.019828
45.422526, 11.882585, 221.531482, -11.713658, 18.891450, -0.496391, 0.374571, 0.030964, -0.009399, -0.926633, 0.007200, 0.006188, -0.019813
45.422515, 11.882610, 221.581121, -11.671564, 18.848134, -0.520809, 0.374584, 0.029475, -0.009240, -0.926678, 0.007199, 0.006188, -0.019805
45.422505, 11.882634, 221.633202, -11.632560, 18.839764, -0.538884, 0.375650, 0.030761, -0.009452, -0.926203, 0.007199, 0.006187, -0.019797
45.422494, 11.882658, 221.687091, -11.598570, 18.824897, -0.560955, 0.373646, 0.030421, -0.009488, -0.927024, 0.007198, 0.006187, -0.019789
45.422484, 11.882682, 221.743186, -11.599808, 18.841058, -0.538840, 0.372284, 0.031238, -0.009653, -0.927543, 0.007198, 0.006187, -0.019781
45.422473, 11.882706, 221.797070, -11.623586, 18.842426, -0.525220, 0.372477, 0.031839, -0.009467, -0.927447, 0.007197, 0.006187, -0.019766
45.422445, 11.882738, 216.733439, -10.279674, 18.073513, 1.469421, 0.370696, 0.034388, -0.008274, -0.928080, 0.007196, 0.006187, -0.019761
45.422435, 11.882761, 216.586497, -10.352987, 18.125016, 1.442203, 0.373444, 0.032743, -0.006210, -0.927054, 0.007223, 0.006260, -0.019693
45.422426, 11.882784, 216.442276, -10.344550, 18.114001, 1.383247, 0.361214, 0.018679, 0.003115, -0.932290, 0.007371, 0.006682, -0.020009
45.422418, 11.882808, 216.303952, -10.253128, 18.013144, 1.595632, 0.342294, -0.015284, 0.005711, -0.939451, 0.007549, 0.006961, -0.020245
45.422410, 11.882831, 216.144389, -10.198476, 17.860049, 2.185051, 0.325543, -0.055857, -0.003920, -0.943868, 0.007697, 0.007140, -0.020353
45.422403, 11.882853, 215.925883, -10.173728, 17.718633, 2.908277, 0.312092, -0.092714, -0.022562, -0.945248, 0.007827, 0.007308, -0.020510
45.422397, 11.882876, 215.635056, -10.147537, 17.607395, 3.598062, 0.300084, -0.121751, -0.039244, -0.945297, 0.007983, 0.007503, -0.020710
45.422390, 11.882899, 215.275250, -10.120020, 17.504855, 4.184217, 0.284323, -0.143972, -0.055740, -0.946217, 0.008115, 0.007610, -0.020920
45.422386, 11.882921, 214.856828, -10.122333, 17.447427, 4.698376, 0.268476, -0.161750, -0.066850, -0.947253, 0.008325, 0.007696, -0.021072
45.422384, 11.882943, 214.386990, -10.154230, 17.379337, 5.120328, 0.255088, -0.173121, -0.069292, -0.948767, 0.008663, 0.007745, -0.021041
45.422387, 11.882967, 217.848180, -11.246146, 17.147915, 3.271261, 0.245500, -0.183139, -0.068788, -0.949451, 0.009057, 0.007779, -0.020900
45.422377, 11.882989, 217.521054, -11.346410, 17.037155, 3.575320, 0.241373, -0.187434, -0.065737, -0.949887, 0.009493, 0.007755, -0.020644
45.422367, 11.883011, 217.163522, -11.483438, 16.916952, 3.856814, 0.234552, -0.187411, -0.063559, -0.951747, 0.009874, 0.007712, -0.020489
45.422357, 11.883033, 216.777841, -11.617441, 16.816095, 4.101122, 0.229125, -0.185191, -0.064669, -0.953427, 0.010159, 0.007615, -0.020435
45.422348, 11.883054, 216.367728, -11.747961, 16.760515, 4.280433, 0.223806, -0.179671, -0.065019, -0.955721, 0.010426, 0.007486, -0.020370
45.422339, 11.883076, 215.939685, -11.890808, 16.712079, 4.396095, 0.213179, -0.175432, -0.062173, -0.959121, 0.010701, 0.007387, -0.020296
45.422328, 11.883097, 215.500076, -12.028878, 16.646970, 4.483652, 0.200572, -0.176933, -0.067457, -0.961205, 0.010701, 0.007387, -0.020283
45.422317, 11.883118, 215.051710, -12.199898, 16.560599, 4.546064, 0.188754, -0.176552, -0.072869, -0.963271, 0.010701, 0.007388, -0.020273
45.422315, 11.883140, 214.597104, -12.370801, 16.482239, 4.565557, 0.182435, -0.167856, -0.064581, -0.966629, 0.011095, 0.007298, -0.020092
45.422312, 11.883161, 214.140548, -12.527910, 16.376099, 4.524272, 0.178165, -0.152956, -0.059104, -0.970241, 0.011423, 0.007131, -0.019893
45.422283, 11.883148, 215.912245, -13.371774, 13.756863, 6.085607, 0.172221, -0.146761, -0.057491, -0.972366, 0.011658, 0.007060, -0.019847
45.422271, 11.883165, 215.303684, -13.498200, 13.682685, 6.004224, 0.163922, -0.136650, -0.056075, -0.975352, 0.011801, 0.006976, -0.019804
45.422259, 11.883183, 214.703262, -13.604543, 13.640840, 5.888622, 0.154588, -0.127959, -0.054286, -0.978152, 0.011953, 0.006916, -0.019783
45.422247, 11.883200, 214.114400, -13.706489, 13.586900, 5.779599, 0.138137, -0.118297, -0.049719, -0.982065, 0.012126, 0.006924, -0.019824
45.422237, 11.883218, 213.536440, -13.780639, 13.507140, 5.659410, 0.121821, -0.109476, -0.045837, -0.985431, 0.012283, 0.006945, -0.019875
45.422227, 11.883235, 212.970499, -13.841306, 13.427321, 5.498242, 0.110617, -0.098848, -0.042314, -0.988030, 0.012419, 0.006943, -0.019886
45.422217, 11.883252, 212.420674, -13.904859, 13.355582, 5.295202, 0.098380, -0.093622, -0.041231, -0.989877, 0.012500, 0.006976, -0.019935
45.422208, 11.883269, 211.891154, -13.923927, 13.302729, 5.134541, 0.085655, -0.089381, -0.040451, -0.991483, 0.012568, 0.007026, -0.019999
45.422199, 11.883286, 211.377700, -13.922878, 13.251877, 4.985784, 0.073079, -0.081569, -0.040132, -0.993174, 0.012613, 0.007056, -0.020017
45.422191, 11.883303, 210.879122, -13.921602, 13.210637, 4.766836, 0.058710, -0.076960, -0.040201, -0.994492, 0.012642, 0.007128, -0.020075
45.422106, 11.883351, 207.966110, -15.231489, 10.167520, 6.638708, 0.045329, -0.070778, -0.039789, -0.995667, 0.012680, 0.007180, -0.020107
45.422092, 11.883364, 207.302239, -15.202659, 10.128125, 6.472773, 0.030278, -0.061429, -0.039304, -0.996878, 0.012727, 0.007257, -0.020159
45.422078, 11.883377, 206.654962, -15.153610, 10.078050, 6.264001, 0.015583, -0.057544, -0.040582, -0.997396, 0.012721, 0.007328, -0.020168
45.422065, 11.883390, 206.028562, -15.084728, 10.056170, 6.066761, 0.002052, -0.052912, -0.041305, -0.997742, 0.012745, 0.007410, -0.020196
45.422053, 11.883403, 205.421886, -15.013016, 10.017543, 5.849866, -0.012619, -0.049278, -0.042467, -0.997802, 0.012756, 0.007498, -0.020225
45.422041, 11.883416, 204.836899, -14.927072, 9.987626, 5.692591, -0.024553, -0.043994, -0.042578, -0.997822, 0.012787, 0.007581, -0.020250
45.422029, 11.883428, 204.267640, -14.846868, 9.948382, 5.507443, -0.040870, -0.037705, -0.041915, -0.997573, 0.012813, 0.007679, -0.020282
45.422017, 11.883441, 203.716896, -14.747012, 9.910425, 5.303658, -0.049275, -0.034349, -0.043811, -0.997233, 0.012800, 0.007764, -0.020266
45.422007, 11.883454, 203.186530, -14.646330, 9.896468, 5.070293, -0.061664, -0.031556, -0.043354, -0.996656, 0.012815, 0.007868, -0.020286
45.421995, 11.883466, 202.679501, -14.529885, 9.866374, 4.857259, -0.074494, -0.030895, -0.043199, -0.995806, 0.012802, 0.007968, -0.020286
45.421952, 11.883480, 202.002073, -18.756455, 6.221510, 6.279347, -0.082337, -0.027255, -0.041497, -0.995367, 0.012812, 0.008079, -0.020301
45.421935, 11.883488, 201.374138, -18.626747, 6.199284, 6.124046, -0.090785, -0.024535, -0.041508, -0.994703, 0.012755, 0.008187, -0.020260
45.421919, 11.883496, 200.761733, -18.492686, 6.219850, 5.948482, -0.100191, -0.022213, -0.040722, -0.993886, 0.012724, 0.008313, -0.020235
45.421902, 11.883504, 200.166885, -18.339530, 6.224476, 5.739362, -0.115596, -0.019338, -0.039133, -0.992337, 0.012738, 0.008447, -0.020248
45.421886, 11.883512, 199.592949, -18.180602, 6.204774, 5.546902, -0.126598, -0.018313, -0.040026, -0.990977, 0.012725, 0.008572, -0.020244
45.421869, 11.883520, 199.038259, -18.029214, 6.205173, 5.414263, -0.134161, -0.016249, -0.039733, -0.990029, 0.012694, 0.008706, -0.020229
45.421850, 11.883528, 198.496832, -17.868883, 6.219450, 5.294871, -0.140488, -0.012845, -0.041780, -0.989117, 0.012616, 0.008843, -0.020186
45.421832, 11.883536, 197.967345, -17.712008, 6.265379, 5.177280, -0.150473, -0.009214, -0.040725, -0.987732, 0.012581, 0.008993, -0.020166
45.421816, 11.883544, 197.449617, -17.538346, 6.286890, 5.045656, -0.162092, -0.009052, -0.039180, -0.985956, 0.012584, 0.009135, -0.020164
45.421799, 11.883552, 196.945052, -17.369553, 6.287130, 4.892106, -0.173589, -0.010937, -0.038903, -0.983989, 0.012566, 0.009270, -0.020160
45.421763, 11.883512, 200.657944, -19.210849, 0.616560, 3.503835, -0.181989, -0.011378, -0.039704, -0.982433, 0.012504, 0.009406, -0.020151
45.421746, 11.883513, 200.307561, -19.066516, 0.659352, 3.447032, -0.189419, -0.012471, -0.041426, -0.980943, 0.012423, 0.009528, -0.020159
45.421728, 11.883514, 199.962858, -18.950543, 0.711462, 3.400136, -0.199319, -0.012293, -0.041735, -0.978968, 0.012365, 0.009679, -0.020142
45.421711, 11.883515, 199.622844, -18.795629, 0.756758, 3.333800, -0.212637, -0.012449, -0.041894, -0.976153, 0.012311, 0.009800, -0.020149
45.421693, 11.883516, 199.289464, -18.678037, 0.795485, 3.275690, -0.220393, -0.013600, -0.044313, -0.974309, 0.012251, 0.009934, -0.020152
45.421675, 11.883517, 198.961895, -18.551983, 0.840435, 3.212776, -0.230944, -0.014662, -0.044358, -0.971845, 0.012204, 0.010067, -0.020150
45.421655, 11.883518, 198.640617, -18.423696, 0.879933, 3.133517, -0.241984, -0.016353, -0.044483, -0.969122, 0.012141, 0.010211, -0.020148
45.421635, 11.883519, 198.327266, -18.293437, 0.931120, 3.056318, -0.253616, -0.017500, -0.043989, -0.966146, 0.012097, 0.010354, -0.020144
45.421619, 11.883520, 198.021634, -18.158537, 0.974049, 2.981112, -0.266029, -0.015549, -0.042448, -0.962904, 0.012098, 0.010354, -0.020142
45.421597, 11.883522, 197.723523, -18.047624, 0.996373, 2.961415, -0.273744, -0.016203, -0.043342, -0.960689, 0.012049, 0.010508, -0.020142
45.421621, 11.883465, 192.781061, -16.321549, -0.979466, 4.115588, -0.281746, -0.016272, -0.044626, -0.958313, 0.011988, 0.010651, -0.020155
45.421607, 11.883463, 192.369502, -16.210152, -0.930670, 4.058836, -0.286773, -0.013124, -0.043117, -0.956938, 0.011988, 0.010651, -0.020153
45.421592, 11.883462, 191.963618, -16.113865, -0.858698, 4.024170, -0.295358, -0.012496, -0.041159, -0.954418, 0.011989, 0.010651, -0.020151
45.421577, 11.883461, 191.561201, -15.996111, -0.776823, 4.009330, -0.308344, -0.015898, -0.040645, -0.950273, 0.011959, 0.010823, -0.020149
45.421561, 11.883460, 191.160268, -15.866885, -0.738903, 3.960200, -0.320850, -0.019079, -0.041900, -0.946010, 0.011886, 0.010984, -0.020167
45.421547, 11.883459, 190.764248, -15.763225, -0.685821, 3.893571, -0.327053, -0.018797, -0.041827, -0.943893, 0.011887, 0.010984, -0.020165
45.421533, 11.883458, 190.374891, -15.666805, -0.581125, 3.857467, -0.335020, -0.016911, -0.038846, -0.941258, 0.011887, 0.010984, -0.020164
45.421513, 11.883458, 189.989144, -15.567385, -0.490418, 3.824194, -0.345527, -0.020964, -0.039762, -0.937332, 0.011782, 0.011181, -0.020182
